datetime [AKST],HO [molec cm^-3],HO2 [molec cm^-3],H2O2 [molec cm^-3],O3 [molec cm^-3],NO2 [molec cm^-3],NO [molec cm^-3],HONO [molec cm^-3],NO3 [molec cm^-3]
26-Jan-2022 20:20:00,302.525539635956,917.323663557327,17109349.7996477,67429218.3208448,1253687932384.74,3976459192142.92,82880724797.4881,2.19397711486265
26-Jan-2022 20:25:00,299.852109240728,911.371129564038,16736991.7393001,67578032.1379514,1252646088407.99,3957489082542.3,83013406941.9233,2.19163879361138
26-Jan-2022 20:30:00,297.318036993601,905.843963253055,16389048.7872113,67741474.2115254,1251562194619.13,3937435397659,83131572040.2505,2.23221544076761
26-Jan-2022 20:35:00,295.028394719771,901.277854567213,16076689.4199591,67944877.9230739,1250304625638.64,3912539469617.11,83156685538.0101,2.33966440950536
26-Jan-2022 20:40:00,293.39843948513,899.17287060949,15823274.0220393,68260093.6178093,1248649384003.38,3878151803975.72,83016190703.5061,2.72476700863885
26-Jan-2022 20:45:00,294.621146162527,906.461768910964,15708317.507711,68726254.9032014,1246420994353.52,3831744354665.6,82676562652.1755,4.2523055314062
26-Jan-2022 20:50:00,296.597486089541,915.74771898632,15729647.3144531,56199622.1562305,1242721130607.06,3789423576310.91,82474084738.5197,7.15040371187486
26-Jan-2022 20:55:00,299.877148342101,927.597737378581,15744447.315768,43010513.4881068,1240049482717.75,3776326015430.03,82826020124.9623,9.57034947782441
26-Jan-2022 21:00:00,300.566537087845,929.836063816366,15619300.9635258,29535541.9339181,1238617035236.17,3792643542308.53,83705458631.6901,10.4269086353947
26-Jan-2022 21:05:00,302.017460612935,933.586023969669,15378544.0310044,28986340.7088776,1239500124234.01,3829695615233.45,84906751892.279,10.1445205595673
26-Jan-2022 21:10:00,300.816149994675,928.946062747867,15052576.3871913,28690561.3668115,1240777763675.35,3871576519688.02,86159576147.1577,9.23532471033079
26-Jan-2022 21:15:00,298.036025372683,919.247590665184,14675911.8129805,28393174.7703964,1242345789690.47,3918684310052.07,87493124051.8613,8.06971606486955
26-Jan-2022 21:20:00,294.372880440756,907.593122665947,14323800.5466901,28187909.6204844,1243729779723.92,3954623997391.13,88518530630.0476,6.95676786069892
26-Jan-2022 21:25:00,289.973565102581,895.210559638446,14067250.9988253,28171960.4857174,1244013827399.68,3959024145664.67,88912643124.4215,6.1278294641431
26-Jan-2022 21:30:00,286.533494967533,887.362959001494,13949083.0225625,28351917.6273653,1242899563547.2,3929366658127.37,88685186556.5156,5.73417695442395
26-Jan-2022 21:35:00,284.749425929255,884.966817914797,13895731.7184363,28568558.8245682,1241143696575.81,3891027114844.82,88407998472.3622,5.60731722012003
26-Jan-2022 21:40:00,283.907326543095,884.513272663847,13777161.8310062,28700724.4150549,1240063199896.33,3873427602122.85,88570831132.0586,5.34602784786291
26-Jan-2022 21:45:00,282.826739851533,882.404563141543,13577094.7918546,28682993.75481,1239740912215.29,3875273950283.62,89101560926.6186,4.88865093610777
26-Jan-2022 21:50:00,259.165259012369,809.936100114903,13325705.659311,25968054.3470729,1239616846225.51,3885442569290.02,89415775402.7048,4.03602834400136
26-Jan-2022 21:55:00,235.993598824061,738.798881811758,13063476.2606885,23122391.5766067,1239334484834.2,3893623066827.39,89573225903.1833,3.30089531869667
26-Jan-2022 22:00:00,214.017560528832,671.227454523902,12801816.227042,20293721.8994788,1238811134072.68,3898709178914.99,89620126929.4646,2.7107754158492
26-Jan-2022 22:05:00,210.142293069198,659.756649828592,12550476.1067969,20168317.2274242,1238404400753.54,3902759982697.07,89949260111.4611,2.41822196256712
26-Jan-2022 22:10:00,206.790166462548,649.772285478185,12296175.1645209,20121241.1570782,1238235294916.69,3909905887575.96,90418097040.0761,2.16763240681026
26-Jan-2022 22:15:00,203.643595593168,640.288045519681,12034381.8080262,20030934.0811063,1238316760633.45,3920644173194.78,90993856789.8991,1.93426637141537
26-Jan-2022 22:20:00,200.592343498374,630.805322948324,11752025.9312047,19939359.601165,1238707982407.27,3938780553638.84,91754981849.2144,1.71097558137291
26-Jan-2022 22:25:00,197.621393354799,621.217259826202,11443411.1206778,19770097.0365337,1239525209220.4,3967511527862.84,92745273483.8708,1.48912347740745
26-Jan-2022 22:30:00,194.59883495647,611.178015971642,11114707.9883145,19564691.6633696,1240719020233.19,4005465154988.53,93928387104.9755,1.27745035116296
26-Jan-2022 22:35:00,191.295093300119,600.651490242653,10821925.563747,19436573.7967351,1241861543820.63,4033675710600.6,94823186579.0179,1.1013633278714
26-Jan-2022 22:40:00,187.333732147211,589.118389114275,10624986.7189978,19488554.8621032,1241827029421.83,4025830498791.79,94983105572.3384,1.00821066580317
26-Jan-2022 22:45:00,184.657024376447,582.926831096479,10601059.5450129,19779361.9766635,1239940169744.69,3972794707176.9,94297298289.9209,1.21733659998801
26-Jan-2022 22:50:00,191.363839454695,612.869014534118,11714136.822567,29128330.670351,1229602244993.31,3723165785021.58,89695653462.5913,8.92373378709308
26-Jan-2022 22:55:00,293.633158641047,989.212401714108,16287344.5791507,164713021.801996,1188334268194.7,2812042578574.78,73185175888.0467,76.4452279112584
26-Jan-2022 23:00:00,655.163504927578,2301.090783315,19841496.0325301,1495884607.7345,1143123828037.49,1836119562037.08,55737233212.8177,321.114681830268
26-Jan-2022 23:05:00,1272.2821510638,4866.32754880416,22158452.233195,4347827230.55096,1115478189831.92,1281047447791.68,46239484327.1513,991.813516098904
26-Jan-2022 23:10:00,1455.81723814587,6082.34821978544,23462890.0582096,5085094507.54675,1104822134962.5,1070964621799.2,43153261259.0495,1323.03602167847
26-Jan-2022 23:15:00,1344.52463518035,5898.55124224569,23902864.0265646,4104948755.40962,1102995973666.97,1035914268505.26,43406991138.5703,1120.88580526291
26-Jan-2022 23:20:00,1201.04020052053,5340.56788380805,23699419.4649001,2957930738.47762,1104993964508.21,1087610773768.13,45041508068.0106,800.032920738268
26-Jan-2022 23:25:00,1144.12907479593,5067.07110392412,23356078.2414011,2417530900.8151,1106830518145.62,1145406878658.94,46512565922.5019,632.948219264791
26-Jan-2022 23:30:00,1102.17900799609,4834.29923542497,22938317.8104792,2039947218.40901,1108675780624.82,1206758189875.37,47947710069.6961,513.367028392137
26-Jan-2022 23:35:00,1076.78481338194,4679.47899894964,22569921.7159533,1814484380.78558,1110191561198.66,1256445358991.88,48943387076.3012,439.278003524633
26-Jan-2022 23:40:00,1074.55309131,4647.55735131019,22355952.9528499,1768001575.41009,1110626579199.12,1276331668358.8,49232510891.1471,414.754798565333
26-Jan-2022 23:45:00,1089.66242251578,4712.90479629714,22317771.9399455,1834137112.26219,1110105867060.38,1271072629688.07,48997644655.5004,421.837695994293
26-Jan-2022 23:50:00,1100.01931850096,4723.84336560092,22357971.0157544,2138560903.79547,1108514842311.97,1253166371760.35,48389211504.6326,469.8987503323
26-Jan-2022 23:55:00,1143.37762323774,4851.39421544575,22380492.2903809,2624486337.87604,1106645149080.37,1233975134050.36,47757397578.9787,554.501664252009
27-Jan-2022 00:00:00,1196.15125136633,5015.71723464188,22378959.7037371,3173133570.27812,1104723815275.81,1213620516716.42,47104009939.1118,652.65534678456
27-Jan-2022 00:05:00,1251.92377636112,5243.57606413276,22379530.4302312,3494032312.13166,1103473096773.26,1195841370231.81,46680370222.7921,720.613430358727
27-Jan-2022 00:10:00,1274.0317428136,5350.23736127014,22383707.61678,3621074453.47575,1102628612221.43,1182192931731.99,46379986921.305,750.379280580681
27-Jan-2022 00:15:00,1291.2936162897,5438.23415570949,22398060.5610746,3719590147.75475,1101888092257.32,1170074288505.03,46130464820.2802,774.755878360858
27-Jan-2022 00:20:00,1307.25994391067,5518.58331725848,22417576.3538689,3809811023.40459,1101206889223.95,1159717721986.74,45936329861.4311,797.290048981691
27-Jan-2022 00:25:00,1320.01087551247,5581.88072410524,22427733.7219269,3880973328.12008,1100626944539.35,1152018226294.6,45806749539.0587,814.902641700621
27-Jan-2022 00:30:00,1326.98231909455,5619.04265698298,22419119.241348,3920854018.08449,1100151960628.45,1146549815609.83,45728676945.2675,825.023248244472
27-Jan-2022 00:35:00,1327.25015303342,5618.91667500123,22357726.2190359,3924625413.99534,1099835490830.28,1146070514876.32,45774764758.5682,824.410422464289
27-Jan-2022 00:40:00,1314.34060179975,5552.96614081477,22216531.0080381,3854466423.25944,1099810143271.47,1153021168832,45981034629.517,803.714644398964
27-Jan-2022 00:45:00,1290.00014140015,5430.43610725329,21999232.2891936,3724299980.5086,1100040679101.19,1166361621183.83,46319498100.4983,767.048516403426
27-Jan-2022 00:50:00,1194.68210132197,5015.43509804717,21733056.5675688,3313789115.70272,1100513865169.45,1187927734659.28,46707746825.9399,667.397272127581
27-Jan-2022 00:55:00,1058.3842569057,4455.12601174259,21449265.5681134,2662639657.88987,1101365140699.39,1216594348071.27,47199264031.5124,524.20342264479
27-Jan-2022 01:00:00,924.670948101326,3909.10484673816,21148728.081346,2029789349.52104,1102249875761.61,1249430858401.5,47760132591.9171,391.437064797675
27-Jan-2022 01:05:00,855.389533649068,3615.7054997199,20834731.9860638,1673159115.93642,1103150158939.39,1281719169318.08,48400598850.7836,317.09329268173
27-Jan-2022 01:10:00,822.076247675346,3448.55565640477,20500041.5754832,1537643344.82611,1103858657160.9,1311983303199.32,49033670999.8046,285.097308361466
27-Jan-2022 01:15:00,790.015313445694,3288.04009019435,20150178.5442742,1415117445.69729,1104636657293.66,1342851612014.87,49698104115.8883,256.662634204444
27-Jan-2022 01:20:00,764.304366932178,3156.61949281125,19821098.0938883,1333747590.46455,1105348854291.2,1369159125453.76,50250556925.6712,237.174532132014
27-Jan-2022 01:25:00,747.299323465952,3067.1770071099,19551198.7006901,1305663928.65611,1105726127469.53,1384172044946.65,50580675813.0011,229.0956408505
27-Jan-2022 01:30:00,736.361564962787,3009.05986190804,19353065.1765908,1308738296.4506,1105790663012.14,1389296077901.09,50729278767,228.153556572592
27-Jan-2022 01:35:00,733.036740599428,2986.98178579264,19249899.3656479,1346453641.58048,1105551014615.11,1385084677192.32,50701802967.2717,234.984957264644
27-Jan-2022 01:40:00,739.633863047582,3010.52827482368,19292236.5574949,1425443646.19369,1104961222695.69,1370858133577.17,50485286271.0467,251.564312333578
27-Jan-2022 01:45:00,758.23530678546,3089.62155174155,19549814.4278437,1548401332.75969,1103998339629.57,1346673061897.72,50080203260.6276,279.813729513771
27-Jan-2022 01:50:00,836.097193110266,3370.95654703203,19964620.0679066,2087746945.47897,1102193080674.99,1308312522255.45,49386443689.2488,381.291336148272
27-Jan-2022 01:55:00,995.848756564172,3945.83600419014,20365663.5126546,3147349028.10169,1099510231581.34,1256794012409.47,48443293232.7583,585.239442003354
27-Jan-2022 02:00:00,1196.81548735365,4692.4096508163,20676415.1995012,4514811528.48376,1096293049254.52,1196184494198.99,47324931988.2717,864.746260966524
27-Jan-2022 02:05:00,1350.89640956591,5301.30492874637,20835491.9612527,5546905279.80603,1093608564848.34,1145737994654.71,46482011158.2939,1101.49678113009
27-Jan-2022 02:10:00,1398.98167972442,5513.75560585081,20803030.4395595,5908560068.00088,1092210968503.68,1118029491658.5,46108694974.3735,1197.83765234843
27-Jan-2022 02:15:00,1408.59642675275,5554.01949148859,20609623.4232736,6017696569.64882,1091558464367.4,1107570149754.08,46075782885.5906,1228.03602540616
27-Jan-2022 02:20:00,1404.85923008114,5530.08091087285,20345700.1668797,6040412870.12831,1091307145784.36,1104266256546.92,46112410447.9334,1233.32574531082
27-Jan-2022 02:25:00,1408.74179263355,5536.65765772551,20089075.0061417,6122985601.38043,1090978687849.53,1098478352214.19,46057018595.9981,1253.2329938674
27-Jan-2022 02:30:00,1416.87112338814,5561.60646830768,19852709.391448,6238547886.23764,1090573940193.91,1090849025974.76,45950985833.7436,1282.20474072733
27-Jan-2022 02:35:00,1444.92835502973,5674.58118309107,19692476.1680861,6494430314.1202,1089896093017.3,1075785504715.13,45638643328.1323,1349.21023164268
27-Jan-2022 02:40:00,1511.96645503246,5965.47641876069,19697062.5934801,7026879269.18064,1088541904058.48,1046069327447.41,45005704154.6447,1495.41550220603
27-Jan-2022 02:45:00,1625.65265811513,6474.73843489245,19942725.9368946,7885186449.91406,1086456820429.76,1003288232428.91,44104901483.0387,1742.42830084563
27-Jan-2022 02:50:00,1637.33588520645,6614.19716772753,20329518.3073993,7984618547.3492,1085471806837.58,972082339942.299,43506173562.1855,1823.82455628794
27-Jan-2022 02:55:00,1446.72069453874,5930.68157813979,20601196.0630483,6597574160.95648,1086939461842.42,975362695524.447,43636357931.3852,1515.24136554202
27-Jan-2022 03:00:00,1178.64315563665,4897.46377055748,20666117.9097793,4641928176.88161,1089871138897.45,1009965155071.84,44395208738.0229,1047.4452861622
27-Jan-2022 03:05:00,1007.23053636774,4212.84896671419,20644266.6901018,3413823517.87989,1092290474883.36,1050590113609.71,45145334990.9664,752.333623593263
27-Jan-2022 03:10:00,988.412734602194,4112.86282639107,20801982.3169028,3274186336.30076,1092934045869.09,1065367885208.58,45320337661.3161,715.484765567425
27-Jan-2022 03:15:00,1041.16753103209,4318.00854675639,21384427.9058358,3600374830.66174,1092277795102.94,1053409866778.77,44962854836.0652,800.198100311968
27-Jan-2022 03:20:00,1115.28535510649,4635.48960957239,22309571.7096826,4028951903.49452,1090999218694.56,1029908972463.66,44437209624.5289,926.773126686695
27-Jan-2022 03:25:00,1159.16529162258,4845.72376995768,23214858.7194955,4234181645.68034,1090023065264.2,1011550423309.86,44044154995.547,1006.75473574805
27-Jan-2022 03:30:00,1184.29217736477,4977.36109055841,23977430.9456652,4320348287.41158,1089331702227.39,998604180380.854,43763546590.5131,1054.27473821788
27-Jan-2022 03:35:00,1189.16581943866,5012.95193649524,24534015.2478576,4284825670.78904,1088996075870.01,993638805885.648,43661652689.2132,1062.07041216422
27-Jan-2022 03:40:00,1169.23112426873,4926.67454058099,24832021.2352771,4101286541.76385,1089158912457.43,999495557080.894,43780973525.2029,1020.0289178977
27-Jan-2022 03:45:00,1133.36223647705,4756.75643707545,24896458.1441989,3836670006.53061,1089703347910.91,1014156691969.49,44071896060.8238,947.591607476211
27-Jan-2022 03:50:00,1158.59293464729,4781.68377850451,24765392.533041,4094680642.61175,1090167501623.36,1028254932571.99,44310339853.6972,980.755164646469
27-Jan-2022 03:55:00,1249.20880018633,5033.93407220689,24477847.4723564,4863359063.23339,1089908998361.88,1034502376938.23,44372276322.2674,1126.18580938417
27-Jan-2022 04:00:00,1354.53693464608,5344.81813992201,24091977.991749,5767116034.8425,1089318615630.9,1033989038084.97,44294103393.9996,1304.75411247502
27-Jan-2022 04:05:00,1402.86353222736,5469.9910075373,23663377.0499174,6213387930.55081,1088859415876.48,1034383575192.72,44241359498.1022,1390.19907750751
27-Jan-2022 04:10:00,1387.34964745116,5375.62850471624,23232407.7299593,6182869212.91556,1089059533927.73,1039557506376.78,44285331520.9278,1369.45708701214
27-Jan-2022 04:15:00,1361.70278611793,5242.98612209664,22793618.9103433,6069756355.51769,1089469665050.8,1047862586590.36,44387378353.2699,1328.5371708587
27-Jan-2022 04:20:00,1342.95691505898,5147.16944262611,22406891.9665147,6004072992.71447,1089809705338.85,1052020225832.55,44362384909.8077,1303.87195330377
27-Jan-2022 04:25:00,1354.64395723972,5184.93292779962,22154160.3520139,6157190651.04711,1089605504916.74,1043881356464.28,44079607752.0226,1341.13107087515
27-Jan-2022 04:30:00,1404.67375904015,5389.97188383568,22146260.4764394,6564625687.45673,1088752470001.76,1023121421975.85,43548131542.6586,1453.94312564398
27-Jan-2022 04:35:00,1452.84752719301,5588.76080031944,22289329.0977566,6908775835.57373,1087920020070.77,1007049010941.16,43200658614.9813,1555.34044924947
27-Jan-2022 04:40:00,1435.46812774511,5507.50153737057,22264242.1927136,6739773813.57246,1088257320186.41,1014403455919.57,43350373199.4651,1511.68694722126
27-Jan-2022 04:45:00,1371.49200978521,5213.80070664742,21985003.6012234,6234903593.43757,1089599487487.77,1043316898186.1,43924022384.2347,1365.67225327862
27-Jan-2022 04:50:00,1286.30698975721,4823.34531104198,21614899.5990975,5780230994.67931,1091215595684.92,1075074395525.8,44354466191.8073,1219.3753690247
27-Jan-2022 04:55:00,1257.55537801752,4669.11276842058,21354161.5018245,5765625521.50147,1092075893151.59,1084986288378.2,44300819160.082,1191.1805659086
27-Jan-2022 05:00:00,1282.43154235226,4737.05188849667,21257974.2073736,6145589175.83103,1092015750088.81,1072806163824.62,43821645591.0291,1266.04761860329
27-Jan-2022 05:05:00,1351.78252973533,5007.87629046509,21290523.3241159,6614422829.58286,1091649616055.93,1054166618875.97,43263715813.7381,1381.84473553202
27-Jan-2022 05:10:00,1408.08305966373,5243.33570061087,21355481.3138042,6927581961.64266,1091392203670.93,1039670793206.69,42784053524.662,1464.26161156571
27-Jan-2022 05:15:00,1457.9239173186,5459.40232244886,21439242.2481952,7147354787.00899,1091314103875.53,1029501070339.43,42372636566.7879,1523.81354043189
