datetime [AKST],HO [molec cm^-3],HO2 [molec cm^-3],H2O2 [molec cm^-3],O3 [molec cm^-3],NO2 [molec cm^-3],NO [molec cm^-3],HONO [molec cm^-3],NO3 [molec cm^-3]
26-Jan-2022 05:15:00,6383.13451679366,34634.1321655238,45847004.5579438,16707735514.0406,1045455413616.99,617642247323.672,25276984027.2359,9808.55202026357
26-Jan-2022 05:20:00,6062.69584617248,32230.4793641829,44957627.4352501,14711249778.1898,1048851806987.66,649755039739.674,25939944830.5585,8403.49862510135
26-Jan-2022 05:25:00,5640.82837172682,29267.2391343714,43989542.3350695,12068460084.8738,1053428971430.14,695069516832.696,26798792502.2663,6728.0768116573
26-Jan-2022 05:30:00,5195.9542185667,26210.0540835991,42956620.665856,9469323450.26198,1058427843078.76,752239156208.729,27813886355.2548,5163.5197239428
26-Jan-2022 05:35:00,4806.7531830672,23580.0450922672,41937346.7063405,7469558354.36197,1063002802718.89,812448755518.936,28816663474.7715,3987.93041947585
26-Jan-2022 05:40:00,4510.26172199612,21595.937203869,40997339.6900884,6211881328.34675,1066641021641.04,866488204210.307,29690095784.1603,3228.25810953283
26-Jan-2022 05:45:00,4275.78757326474,20059.0432879898,40142216.8336644,5388789427.69115,1069628581997.52,914306034978.035,30453275064.6046,2716.35603255236
26-Jan-2022 05:50:00,4079.69654469535,18830.6923153368,39369921.8218436,4628826170.90009,1071879249055.07,959140510707.294,31167139783.7901,2307.48434760149
26-Jan-2022 05:55:00,3896.31584726293,17741.04205701,38676431.0558084,3930506555.38407,1073803492858.93,1002666576198.04,31855931799.3062,1964.57111019849
26-Jan-2022 06:00:00,3730.30937299348,16784.9859663978,38039952.5192291,3322258377.50394,1075513695006.72,1045122662689.74,32520434712.454,1680.5856509642
26-Jan-2022 06:05:00,3569.82259059516,15862.9536224852,37436560.7118788,2908112403.984,1077600963755,1085620355242.1,33140208562.5163,1463.51138758472
26-Jan-2022 06:10:00,3427.72504182056,15048.5116524116,36836090.6061838,2603241382.07248,1079768274328.97,1124184724437.17,33717026403.2554,1292.22719393733
26-Jan-2022 06:15:00,3296.60666973917,14310.2950269737,36228675.0950716,2361314448.55956,1081938648460.02,1160851973258.47,34253289429.9057,1151.07267145764
26-Jan-2022 06:20:00,3181.98593734041,13683.474026862,35648277.6809751,2189302524.34632,1083935949883.87,1192099048508.62,34689833888.9564,1044.43333868111
26-Jan-2022 06:25:00,3092.74545374744,13210.982651813,35150088.2207924,2101175009.69037,1085575720913.74,1214447974225.95,34981391789.8857,978.461464333329
26-Jan-2022 06:30:00,3026.02277278701,12873.434899074,34756312.7860183,2065781699.97221,1086894387216.73,1228606861630.2,35142273921.2852,941.823747202838
26-Jan-2022 06:35:00,2951.75349716596,12500.2397346887,34365012.9656018,1970707113.92718,1088444409707.82,1247232373735.16,35385016475.9905,889.141340595078
26-Jan-2022 06:40:00,2846.88664461195,11959.4643425094,33880494.8241245,1751630044.35252,1090748427353.81,1281829749784.7,35859342717.0779,792.757797646322
26-Jan-2022 06:45:00,2727.33196552999,11323.5033995732,33318136.1968963,1499389897.07283,1093641751298.04,1330420425894.57,36524828963.3739,681.536878857405
26-Jan-2022 06:50:00,2548.10071508839,10428.3147554028,32725389.2650012,1228688162.37083,1097129990648.35,1390923896019.49,37266653144.1292,559.23442197781
26-Jan-2022 06:55:00,2364.65345388935,9527.66608758754,32137774.1163987,935810031.696345,1101082116632.13,1463256927677.78,38144112060.6319,441.025697480151
26-Jan-2022 07:00:00,2192.11273429954,8677.77176626265,31549885.4026596,691222024.344783,1105431038040.77,1547036707498.87,39166466170.3341,342.815623938559
26-Jan-2022 07:05:00,2075.90031370407,8068.7062074459,30920524.611097,516597828.318878,1109670843878.97,1636377326961.02,40396531564.6153,272.362719921705
26-Jan-2022 07:10:00,1968.57592075662,7503.00951590225,30222117.4115342,406522081.279389,1114111813658.43,1733343601406.21,41780658997.7713,219.394957396568
26-Jan-2022 07:15:00,1862.73265310982,6962.0593468579,29468002.7464932,319900666.698641,1118779029190.77,1837483811079.75,43295239313.1384,175.767128936852
26-Jan-2022 07:20:00,1763.78402640366,6479.30796341289,28725535.8831007,257365882.300866,1123272021060.54,1937121981344.05,44739977905.7906,142.041443319342
26-Jan-2022 07:25:00,1674.57840939871,6069.23243006265,28034783.8805203,217656097.382334,1127124799849.06,2020934072324.65,45973364029.2938,117.399605396374
26-Jan-2022 07:30:00,1593.70110487337,5716.46048721361,27394574.4815288,188570325.475942,1130417980068.84,2090988242180.99,47033142975.8445,98.5081219811235
26-Jan-2022 07:35:00,1521.04935375915,5410.17316070317,26803208.1134762,167704500.840062,1133313954820.33,2151712259820.21,47987191271.0255,84.0149812505438
26-Jan-2022 07:40:00,1455.40069452214,5139.49960224528,26256217.8582337,150821270.360263,1135987392579.12,2207270846621.03,48886144201.637,72.5099260361634
26-Jan-2022 07:45:00,1395.79312702548,4898.41509065194,25747448.3191546,137088912.333218,1138469211413.58,2258332279683.4,49733688482.8579,63.2808856253733
26-Jan-2022 07:50:00,1319.25716005025,4605.83370049585,25298656.6916651,132691344.084957,1142772198182.07,2306571263928.17,50493946463.4652,55.8569208745381
26-Jan-2022 07:55:00,1247.76616691026,4340.48526085697,24834609.4844042,139053074.083315,1146830799768.84,2342212689459.64,51069749669.1434,51.0375870176892
26-Jan-2022 08:00:00,1180.38806586884,4098.72261979475,24362990.5156895,148441712.679938,1150406747278.97,2364468474710.67,51456925227.2454,47.5377936968963
26-Jan-2022 08:05:00,1135.02098374957,3940.36767842707,23874205.5562588,155218447.136682,1151255984020.04,2366513833396.02,51615090422.6105,45.2397101684139
26-Jan-2022 08:10:00,1095.87961587268,3809.42219979485,23464255.9053039,159982305.820099,1151303468672.72,2355652089541.51,51603593079.2921,44.1749916548997
26-Jan-2022 08:15:00,1066.8283228749,3717.74668548197,23181858.9641989,166874920.369274,1150763453216.43,2333756349286.84,51441756664.8174,47.4573779549384
26-Jan-2022 08:20:00,1045.69164173886,3646.68323412658,22989724.9014584,169593099.604807,1150508154857.55,2324629824608.07,51531517483.9378,54.4412148283969
26-Jan-2022 08:25:00,1022.09322214067,3551.64383637798,22726904.4824846,158741721.363708,1151496881633.49,2349517776349.33,52147634560.8499,57.4270582777913
26-Jan-2022 08:30:00,991.461130951632,3419.0043685429,22314014.6044457,142060724.868082,1153667292312.14,2404901427592.49,53218919760.9113,54.5765010363991
26-Jan-2022 08:35:00,957.633663633757,3275.93558619823,21838219.1852795,126816582.502603,1156142787476.36,2464408949376.85,54272748117.2258,49.0083105385365
26-Jan-2022 08:40:00,924.631214868216,3145.52598748751,21402812.4603153,119135934.613733,1157835136337.9,2502376522490.85,54974041238.8397,44.1574660671628
26-Jan-2022 08:45:00,894.318554595594,3031.586226542,21016900.6044883,116158986.157847,1158807276195.34,2522067317661.41,55406475188.5047,40.3049092598121
26-Jan-2022 08:50:00,1005.8006031277,3232.76798595533,20631243.5475912,138813099.454082,1157510999174.69,2525233807303.53,55794208830.7172,41.5391218052334
26-Jan-2022 08:55:00,1125.23293889367,3456.88887303068,20253676.8523903,171701876.898399,1155475744078.96,2519383224720.78,56114493103.5171,44.0864651117638
26-Jan-2022 09:00:00,1249.88375596541,3696.42228077788,19881928.8947845,204228676.939782,1153026803880.7,2506698449875.43,56360408944.1586,46.7921705652088
26-Jan-2022 09:05:00,1772.88992296732,4467.52759938198,19614292.0672675,348776817.311568,1151587235751.93,2482752156511.47,56182581272.3443,64.467962985605
26-Jan-2022 09:10:00,2314.63660687909,5315.65990082621,19578295.4572932,526895398.702069,1149211507583.03,2428492092761.13,55455016315.8851,90.515313649026
26-Jan-2022 09:15:00,2888.796774687,6307.91883477915,20042328.7565924,733739205.844866,1145450588836.7,2339011337960.75,54162684557.1283,133.878730637358
26-Jan-2022 09:20:00,4711.53816064121,9486.14375867545,20872184.4944496,1251976527.59731,1141321795440.23,2250169029850.65,52932093926.8938,237.349057206784
26-Jan-2022 09:25:00,6555.81713202762,12707.9266368908,21549915.198411,1838912625.09584,1138604540821.18,2196426463483.42,52246548177.7987,347.256291610268
26-Jan-2022 09:30:00,8390.74375902671,15849.0733195373,21942617.3423952,2413670728.14423,1137217549113.45,2172765169007.9,51996142387.6315,444.146042302942
26-Jan-2022 09:35:00,12517.0660859178,22699.0231942879,22215166.6653832,3575107530.10069,1135649723369.28,2155416822987.77,51740658680.3461,626.02276877233
26-Jan-2022 09:40:00,16668.9602643193,29702.2800723669,22579903.6251263,4930065068.42664,1133373175040.95,2122874942471.58,51185449063.6918,841.951410199725
26-Jan-2022 09:45:00,20817.2400138595,36848.5999722045,23136893.1019069,6376502104.8174,1130394505406.32,2074505660300.02,50353987324.5616,1086.34545352089
26-Jan-2022 09:50:00,27108.596164948,47474.821779203,23915225.1530106,8528238452.98874,1126821672285.73,2031297584914.85,49443537824.6144,1430.43334760882
26-Jan-2022 09:55:00,33329.1847025071,57845.7931407151,24840432.0557649,10759555874.2726,1124453804270.14,2018312336130.42,48938225323.5006,1766.06132945717
26-Jan-2022 10:00:00,39435.8942673629,67725.3010519474,25838448.8828215,12868135487.1893,1123422738933.94,2033693792722.81,48825987013.097,2049.24171023045
26-Jan-2022 10:05:00,47709.6341952539,81045.1813755974,26907498.3944135,15249403333.3591,1123171396434.58,2070802928149.9,49096147720.3548,2375.70365413956
26-Jan-2022 10:10:00,55940.5304412787,94090.2160796534,28062612.0117246,17673739788.5809,1123155043425.09,2112102515302,49408240840.3927,2690.27486084169
26-Jan-2022 10:15:00,64074.9692395007,106752.033840058,29310282.457233,19984374547.3995,1123517602977.65,2156474686024.15,49740555267.8244,2973.17539074916
26-Jan-2022 10:20:00,73715.57369878,121618.07948944,30674205.7794942,22630124342.448,1123763288034.27,2202916124389.18,50064258165.2464,3290.95409252643
26-Jan-2022 10:25:00,83236.6612498339,136105.902048093,32186679.4798943,25274717997.6596,1124179520092.68,2249816902580.07,50359215717.052,3595.6607309044
26-Jan-2022 10:30:00,92601.8206784023,150156.526997779,33845030.0904649,27818632488.9104,1124847747360.35,2296889144153.1,50625580489.0065,3876.25694720016
26-Jan-2022 10:35:00,105628.06248927,169887.652118689,35713473.5954126,31344895625.6805,1124469270191,2339094445767.76,50753482503.7516,4286.54132818767
26-Jan-2022 10:40:00,118421.25230926,189346.21976101,37888697.3777096,35119876984.0035,1123525551847.12,2369983051006.7,50663801478.3463,4733.67836589903
26-Jan-2022 10:45:00,130912.136688376,208451.724812802,40418313.2414709,38958882692.8791,1122144757954.7,2389482378898.4,50368839625.3842,5200.44436715285
26-Jan-2022 10:50:00,143569.382743953,231664.897134735,43950560.6758,44582235827.0574,1113243328771.33,2284312593957.29,48197424518.8086,6220.48724762857
26-Jan-2022 10:55:00,155388.47106784,268191.25088527,46501686.7751871,59644143458.6695,1078092429141.98,1818460769213.86,40806726923.7158,10063.3596834263
26-Jan-2022 11:00:00,166776.051250169,323324.436991094,46838830.6555461,88765110508.1802,1024646330682,1284103123123.94,32420394335.2749,19828.4820717836
26-Jan-2022 11:05:00,175798.331450558,382416.405471876,48055653.9172662,125145623547.21,971785411790.145,945220711009.898,26740091976.0067,35231.9051231757
26-Jan-2022 11:10:00,184293.083275255,434911.393549663,50731169.915938,157868922784.95,929918128685.834,771021086602.052,23393234826.5432,51447.3358568565
26-Jan-2022 11:15:00,192069.169513389,479766.851999561,54238172.847555,186553291328.313,895605277855.793,671377300918.009,21110076001.0911,66694.1783480999
26-Jan-2022 11:20:00,196745.820836017,512848.815641603,58092565.627409,210415946393.719,867967612366.577,608277454815.435,19398824265.9267,80042.9000076559
26-Jan-2022 11:25:00,200781.369431384,540192.269714707,61985067.974688,230492678616.278,845195959832.651,565573580192.737,18039166418.4993,91524.0311769169
26-Jan-2022 11:30:00,204398.517424933,563132.156214576,65759150.2116645,247884163973.048,825797055295.246,535464732173.926,16915829580.078,101374.613532062
26-Jan-2022 11:35:00,210058.878711791,587514.508729171,69342120.3089295,264201559865.926,807943957797.137,514526948420.084,15959998154.7005,109935.342236682
26-Jan-2022 11:40:00,215481.881522442,608918.841758426,72710503.198092,279324920127.791,791630839294.649,499593306002.06,15130340932.0328,117280.154549499
26-Jan-2022 11:45:00,220604.442973487,627785.470313968,75834090.6196159,293039472091.615,776986917024.143,488512084001.465,14402638608.2642,123543.230460992
26-Jan-2022 11:50:00,226072.339554249,630795.231379087,79046903.7732697,294264501512.68,777112277561.271,507186449036.719,14299211996.3909,120713.543257002
26-Jan-2022 11:55:00,231984.78567905,613585.410263542,82934357.172746,278230281769.055,797280355550.84,569801929604.715,14948528240.3545,105823.043069789
26-Jan-2022 12:00:00,238319.789036716,581350.129523999,87465174.0502961,248591958885.876,834351034547.438,685233498783.62,16380179010.7431,83911.3646133685
26-Jan-2022 12:05:00,241244.644709422,546162.670555242,92485658.4749918,218310378266.039,873062243045.304,827056550873.194,18003008533.9435,64748.5277798988
26-Jan-2022 12:10:00,244114.110834986,524382.487713192,97565361.2197047,198111968083.971,900632019519.99,952532199387.908,19294548325.0565,53156.4025380387
26-Jan-2022 12:15:00,247486.995307373,510291.189554892,102520464.827131,183742680096.972,921839760384.234,1068849858630.67,20440652417.0054,45327.2358631514
26-Jan-2022 12:20:00,250057.655376818,498100.372578183,107273946.472567,171892632577.528,940471463272.917,1182900585803.79,21576399454.8735,39352.2934779602
26-Jan-2022 12:25:00,253070.799584847,488667.661023964,111809359.441482,161629293799.56,957762861773.578,1299803144426.79,22765550145.6627,34502.7973724693
26-Jan-2022 12:30:00,256461.013261804,481466.444134129,116150734.981913,152750936501.598,973964157760.971,1420009561322.45,24009140814.5247,30520.7770056003
26-Jan-2022 12:35:00,259564.093485854,475473.390044422,120362601.14764,145085139349.994,989093876952.22,1539677097827.62,25251499826.3047,27285.8742918144
26-Jan-2022 12:40:00,262793.948027351,471372.419337327,124458249.602726,138706391521.685,1002915243191.89,1655804916480.25,26459618556.5778,24702.1267515611
26-Jan-2022 12:45:00,266173.399495884,468728.14394007,128426915.740215,133297821502.871,1015822152050.36,1769774691778.76,27654463134.3398,22582.9312108743
26-Jan-2022 12:50:00,270946.875995936,471678.006797187,131810156.011202,127629250308.593,1027915173255.14,1866219578452.23,28876232579.1052,21257.4835154323
26-Jan-2022 12:55:00,276316.283686725,477971.0729323,133997196.809046,123926665655.686,1036510177080.96,1931399974107.86,29859876555.5836,20567.6692590676
26-Jan-2022 13:00:00,282186.035104864,486972.961725716,135066889.84869,121835601285.493,1041996237827.52,1968378726970.2,30616374340.8151,20367.9144701467
26-Jan-2022 13:05:00,282848.358335215,486852.898698006,135676803.327473,121031507860.248,1045811938519.65,1991423804482.92,31021800483.166,20054.7884122711
26-Jan-2022 13:10:00,283017.514168902,485929.058709374,136456797.555601,120126274921.395,1049651971133.7,2014102645992.72,31357544725.5902,19741.4498051727
26-Jan-2022 13:15:00,283003.775904659,484775.983173501,137319597.545261,119287858193.91,1053300313417.82,2035623102822.59,31650996746.8055,19455.5946458959
26-Jan-2022 13:20:00,280784.937830482,480428.072195907,138222217.570191,118001045678.725,1057104991274.23,2052205926309.65,31871457878.8694,19150.4990703013
26-Jan-2022 13:25:00,278429.696473173,476271.296073382,139112107.109276,116882381229.489,1060286718922.78,2062018397812.75,32002311181.7492,18926.9656251128
26-Jan-2022 13:30:00,276046.055370023,472456.623903988,139942474.262854,116065049884.521,1062678552536.18,2065085345067.66,32052345106.1756,18799.1236864373
26-Jan-2022 13:35:00,270768.769192027,464327.076382843,140641708.922795,114425636163.444,1065473597531.11,2062357264051.57,32060145506.8767,18594.7155354268
26-Jan-2022 13:40:00,265533.010199835,456309.199374429,141158860.1216,112650407035.569,1068121739137.95,2057116529297.24,32055388485.4256,18388.654070265
26-Jan-2022 13:45:00,260345.153481107,448377.109587463,141508117.740391,110903633111.829,1070545327825,2050537717968.3,32042499278.5207,18193.1418816838
26-Jan-2022 13:50:00,255363.093990712,440442.96120716,142241671.554711,108319480815.933,1074501920685.81,2053523684116.54,32150606654.8445,17869.7999245946
26-Jan-2022 13:55:00,250318.542222134,431384.207127478,143730792.221727,104902854994.636,1080422998964.23,2074972566187.39,32448665223.4339,17295.8895377201
26-Jan-2022 14:00:00,245325.118967486,421673.558976493,145721421.089537,100989069765.571,1087692523344.86,2110316445991.04,32904966865.3617,16563.5429713007
26-Jan-2022 14:05:00,238064.251373624,407637.838863902,147464115.72876,96345784929.1106,1095897135055.56,2154228737679.54,33468694195.6293,15624.4986133802
26-Jan-2022 14:10:00,230982.761344888,393833.778859607,148483693.186777,91636591709.4862,1104078562460.63,2199800018927.71,34099482197.4267,14688.1252168318
26-Jan-2022 14:15:00,223990.806043434,380102.281654724,149051314.218852,86926127776.8507,1112393543506.83,2249319171865.02,34802177371.8421,13753.9711695182
26-Jan-2022 14:20:00,218121.444992781,367899.213472834,149300258.826298,82885151403.2016,1120304398882.26,2305113554405.64,35591979292.6892,12912.4286458365
26-Jan-2022 14:25:00,212315.554839542,355728.334583721,149326359.921895,78955227407.8311,1128427070904.27,2367117322479.92,36470586464.9381,12087.4399462884
26-Jan-2022 14:30:00,206516.787729771,343562.774375284,149160106.154378,75043849091.786,1136824338102.72,2434569559968.97,37429204319.8879,11275.5827960492
26-Jan-2022 14:35:00,197955.75413717,327667.906111641,148885594.090028,70440446536.9976,1145727430220.78,2497243471166.44,38324133467.9155,10417.0481480006
26-Jan-2022 14:40:00,189180.672894217,312020.720310966,148443824.531097,66078397019.7091,1153714528837.05,2548364452627.33,39074500406.5758,9656.97176176195
26-Jan-2022 14:45:00,180328.887185616,296662.875932235,147784366.815918,62020681698.7643,1160770455545.21,2590017382780.16,39720444864.4721,8983.25762638482
26-Jan-2022 14:50:00,172876.089424346,283652.269451159,146524394.978799,58307990917.776,1166441260500.45,2625005095353.76,40380870360.6601,8401.92268273446
26-Jan-2022 14:55:00,165526.028544681,270811.522576953,144686002.954758,54689890172.3392,1171707314012.94,2660059974069.19,41101908797.9376,7837.63193114134
26-Jan-2022 15:00:00,158164.794943722,258017.725616833,142359726.876757,51145666589.1963,1176662149629.09,2694575749090.96,41854124157.724,7289.9007894734
26-Jan-2022 15:05:00,149726.412732796,243702.117611768,139984747.313906,47892782791.5198,1181272232985.72,2720099142101.56,42433107751.9433,6792.48909910218
26-Jan-2022 15:10:00,141072.902086533,229473.79174493,137519349.275442,44950398151.0738,1184543816557.13,2726384884112.92,42750085892.1455,6377.93715445625
26-Jan-2022 15:15:00,132323.528880756,215425.293088638,134823800.251851,42242717159.5393,1186424294112.8,2714116226632.91,42846852660.8366,6027.56154013144
26-Jan-2022 15:20:00,122803.530130128,200196.328243784,131753208.687352,39282468819.8461,1188129195579.29,2699309918517.26,42990523832.74,5641.89688960027
26-Jan-2022 15:25:00,113327.530619281,184675.477694673,128435330.61596,36073750958.8798,1190635002053.64,2698326722130.08,43366307265.6582,5195.48460281198
26-Jan-2022 15:30:00,103787.528838906,168831.895237017,125002150.573889,32708102628.4451,1193923801285.08,2710414387541.82,43932907981.413,4706.22790014378
26-Jan-2022 15:35:00,95008.9833124826,154054.498766828,121497627.435334,29495989663.994,1197660215300.94,2734646714579.47,44667131529.3514,4224.34986359512
26-Jan-2022 15:40:00,86113.4671823405,139072.305168107,117946986.755075,26276671341.0525,1201925144224.23,2769123453052.58,45545067992.5356,3734.45452458998
26-Jan-2022 15:45:00,77077.9377677665,123923.462062347,114346614.651682,23053199660.2271,1206629677920.76,2812434805840.82,46552105542.5999,3243.41267225336
26-Jan-2022 15:50:00,68124.7202764089,108826.484169579,110402914.603054,20260385601.3121,1211297414019.89,2854621448156.75,47414924430.8035,2779.43799949626
26-Jan-2022 15:55:00,59168.4104408402,94149.4295868132,105552261.346195,17648506931.8056,1214362042527.44,2873509324958.23,48023161505.7809,2374.70940270485
26-Jan-2022 16:00:00,50217.4409165113,79819.0051699973,99930254.1907445,15123713796.5862,1215841818993.62,2868824402367.78,48392770608.9053,2008.04631409554
26-Jan-2022 16:05:00,43221.043973624,69028.9105024505,94101281.8826014,12962518281.0303,1214975444451.13,2839894393070.28,48597959733.6881,1735.52026337445
26-Jan-2022 16:10:00,36111.6839066026,58232.2051439768,88711314.8066444,10865828240.7782,1213460398142.77,2800419046665.45,48650383226.2993,1471.0496821722
26-Jan-2022 16:15:00,28879.4326936325,47305.4244780212,83678288.4090031,8734350422.49831,1211663177612.56,2754947212757.66,48611262374.5237,1198.27300912395
26-Jan-2022 16:20:00,23957.6947321949,39803.9556166631,78890109.2424846,7163594283.73183,1209486479585.02,2714705927230.68,48642616256.7462,994.948354093903
26-Jan-2022 16:25:00,18980.6943110312,32195.4926291703,74319583.3895861,5640925589.65754,1207831442503.36,2686256164329.69,48825590390.8214,789.902622133121
26-Jan-2022 16:30:00,13915.0908020416,24436.7042057118,69957617.2062358,4076729611.42019,1206687198017.71,2666962964144.71,49117530419.4455,574.258852262871
26-Jan-2022 16:35:00,11128.6124619189,20027.6257496583,65836225.2349646,3125120896.67131,1205179396380.65,2652055819516,49427757572.3242,442.751786655361
26-Jan-2022 16:40:00,8328.51205054627,15644.3445230075,61985691.0251983,2282604035.16748,1203646426169.12,2637339308013.93,49706805583.2329,324.576170500463
26-Jan-2022 16:45:00,5492.04531749982,11223.320042207,58374475.4830439,1432849444.9462,1202203478021.59,2623047904510.71,49967630655.0053,204.617252761567
26-Jan-2022 16:50:00,4218.5852640107,8831.80204192952,55216897.4243583,1043534694.72232,1201440884744.09,2625998985326.04,50018273792.1041,145.796040392837
26-Jan-2022 16:55:00,3022.51298209564,6642.0759980442,52731242.1468036,707086947.201999,1202757695475.83,2665806865134.05,50411606769.9011,95.9107311544926
26-Jan-2022 17:00:00,1879.08861147557,4597.53471009234,50814930.0294364,363151312.216157,1206171858687.78,2742874206619.81,51226231527.3075,48.5678751506691
26-Jan-2022 17:05:00,1573.42597953389,4047.07232497799,49194677.5220224,221771240.221039,1210343771030.72,2839744180608.04,52661058560.8874,30.0533905221922
26-Jan-2022 17:10:00,1276.6942285595,3528.84453674037,47601744.1914467,131903830.613854,1214644755441.07,2940358447987.05,54252480396.5642,18.2309536981647
26-Jan-2022 17:15:00,978.314776265813,3019.22330803394,46021871.3960355,48189737.3138564,1219023461088.27,3042995104947.28,55929992379.6535,7.74298753666
26-Jan-2022 17:20:00,933.488374715631,2860.9088973732,44488565.1158619,34005691.7844275,1223203681685.5,3142294570742.7,57589793134.6846,5.69743280813172
26-Jan-2022 17:25:00,893.461747888942,2720.75217671502,43021480.6239982,31601485.9068091,1227056542099.36,3234071242660.36,59172006021.1739,4.96628690448741
26-Jan-2022 17:30:00,855.774082855059,2591.82438001138,41611774.8172073,29767855.4730713,1230640891616.58,3319588506932.07,60693460412.7124,4.36316824219739
26-Jan-2022 17:35:00,821.100920779422,2476.8852391663,40296662.1250914,28469365.8769197,1233677383365.7,3391760646521,62031917121.5255,3.9108607003616
26-Jan-2022 17:40:00,789.553951316928,2376.40994906786,39101177.8673557,27679481.6020482,1235827007008.71,3443594288984.81,63095034229.2195,3.7124401681202
26-Jan-2022 17:45:00,761.959050723679,2292.00268079379,38033554.4017416,27253633.2525375,1237032736875.79,3474828778737.25,63883446763.4072,4.06926692506061
26-Jan-2022 17:50:00,758.634473697234,2282.98328553594,37023700.2428063,41402923.9573898,1236508757832.87,3486219337498.98,64501889202.9568,5.4843183719525
26-Jan-2022 17:55:00,759.258695021997,2286.34579686359,36085747.1572306,55657201.9033837,1235639936253.51,3495261486347.15,65123311672.5877,7.76053482277124
26-Jan-2022 18:00:00,762.855848507117,2298.50404725011,35208138.0838816,69816640.1939611,1234773378867.3,3506416996499,65786717447.1656,10.5294941919539
26-Jan-2022 18:05:00,747.321220311872,2250.88833436426,34394311.3490184,69601606.192046,1235242487179.04,3531453858971.72,66592255089.243,12.9903396299221
26-Jan-2022 18:10:00,731.783545081761,2201.40717744452,33569347.791031,69119676.493173,1236366804794.09,3567291709159.43,67552295343.1656,14.8122189686056
26-Jan-2022 18:15:00,715.4700423065,2148.6525677417,32721416.1413006,68579874.1192115,1237869799841.59,3609580163476.42,68609730280.3994,15.6958661893165
26-Jan-2022 18:20:00,698.517145964541,2094.42930132481,31884653.5539059,68121054.6092592,1239396867228.62,3649974568619.64,69617509677.7642,15.7688300648935
26-Jan-2022 18:25:00,681.262808300173,2040.71178092535,31083968.0675403,67771900.9910691,1240538808246.67,3680322494506.59,70466626419.4994,15.4239795163437
26-Jan-2022 18:30:00,664.509591643733,1989.73636742414,30321524.8847026,67577132.1004019,1241252453063.68,3700709418146.22,71171495272.7412,14.987941773223
26-Jan-2022 18:35:00,648.862246257208,1942.88181312001,29597193.7190316,67429106.2465136,1241619020230.04,3713778782011.14,71783042794.2879,14.6896404440585
26-Jan-2022 18:40:00,634.762322558916,1901.07794751071,28914418.3302621,67362175.42079,1241770565987.66,3722538662373,72343662662.541,14.6377897401685
26-Jan-2022 18:45:00,622.383026017446,1864.82824657099,28283307.8776859,67316080.7316203,1241715069303.05,3727119159786.45,72850947778.972,14.8871225507302
26-Jan-2022 18:50:00,580.745583329216,1740.90141523987,27732477.7660453,55910845.3060511,1243281852498.39,3742198135327.08,73336976050.8891,14.5628445301891
26-Jan-2022 18:55:00,541.708417255703,1623.69580234629,27195522.719411,44213470.8524841,1245328476843.14,3766482312578.64,73926145914.1134,14.1165203424093
26-Jan-2022 19:00:00,504.516177384367,1511.56566913504,26645699.5756773,32463912.8765431,1247586878266.83,3795628599478.48,74574525144.9584,13.3238513223327
26-Jan-2022 19:05:00,494.552876558895,1480.64056042026,26023852.2511068,32106034.2902915,1248485748638.81,3821162082638.17,75337391892.4645,12.8005606474202
26-Jan-2022 19:10:00,484.64058986426,1450.13915504386,25363253.4672348,31981725.0051273,1249241262418.82,3846085730653.41,76135752419.1745,11.8969161515926
26-Jan-2022 19:15:00,474.448871309152,1418.76736910349,24671357.0736809,31839685.8333215,1250104556226.7,3873814835695.65,76997167420.301,10.7449783725005
26-Jan-2022 19:20:00,464.080897474485,1386.58477852031,23955727.7698364,31681204.7450182,1251197137652.41,3907055560470.49,77962367445.5902,9.48210636897561
26-Jan-2022 19:25:00,453.721164578999,1354.04095843545,23225938.9848042,31492774.9712994,1252616894974.32,3947740953374.16,79054410130.3024,8.20738596386875
26-Jan-2022 19:30:00,443.448326302396,1321.45124763427,22493187.4774575,31305710.5110244,1254359050006.9,3995514536200.14,80263380177.0144,6.99809247050929
26-Jan-2022 19:35:00,433.408878761077,1289.78232310289,21783801.3393369,31135773.3705614,1256222566448.2,4044324265919.59,81466329719.1417,5.91378303917676
26-Jan-2022 19:40:00,423.474819773167,1259.03130494158,21109150.4996503,31003562.2515668,1257901048371.62,4087514137199.63,82566946134.6145,4.97996384193767
26-Jan-2022 19:45:00,413.847963578015,1229.67544783528,20463933.9629386,30896322.0878799,1259389460155.65,4125718208590.35,83586750315.9954,4.18584240496237
26-Jan-2022 19:50:00,377.837085418652,1124.01311700267,19857661.8643628,42447947.26195,1260662298169.94,4145815518907.39,84008402837.4253,3.32595520681854
26-Jan-2022 19:55:00,345.010536871455,1029.12680562921,19293696.7547048,54306289.682539,1260825711756.95,4137385441817.42,83895653669.3733,2.71457591427129
26-Jan-2022 20:00:00,315.962636140192,946.355411826084,18790949.1309483,66383473.5279801,1259894601035.37,4102603578667.5,83334098275.619,2.33552344494406
26-Jan-2022 20:05:00,311.238625187032,935.784838666189,18338230.7587079,66848580.9903075,1257878247941.86,4056896206527.71,82910111477.8083,2.26017877630809
26-Jan-2022 20:10:00,307.985026581799,929.081681250733,17916109.8297471,67095641.5157898,1256123662455.3,4021084993072.27,82729924201.2048,2.23615232865576
26-Jan-2022 20:15:00,305.18714109581,923.1713347277,17504955.8179781,67263196.9261227,1254766142880.27,3995758561892.17,82754463667.101,2.21530494500841
